,Street
15986,1099 LUNT AVENUE 
15987,333 S GRAND -SUITE 1600 
15988,209 SOUTH LASALLE STREET 12TH FLOOR 
15989,5100 N. 9TH 
15990,35 TECHNOLOGY DRIVE 2ND FLOOR 
15991,9 LEGRAND BLVD 
15992,36 CUMMINGS PARK 
15993,HARMONY BUSINESS PARK 125 RUTHAR DRIVE 
15994,501 WEST LAKE STREET SUITE 204 
15995,1312 BISHOP STREET 
15996,201 N ELM STREET SUITE 201 
15997,1514 R.R. 620 SOUTH 
15998,801 BLUFF STREET 
15999,25740 WASHINGTON AVENUE 
16000,1156 ABBOTT STREET 
16001,100 ST PAUL ST STE 800 
16002,COLUMBIA POINT 210 MORRISSEY BLVD 
16003,300 WYOMING AVENUE 3RD FLOOR 
16004,P.O. BOX 150 
16005,3200 SW 42ND STREET 
16006,6747 N SIDNEY PLACE 
16007,2323 PAUL BRYANT DRIVE 
16008,1329 ABRAHAM STREET 
16009,137 N. OAK PARK AVENUE 
16010,9202 S. NORTHSHORE DRIVE SUITE 200 
16011,7135 S. TUCSON WAY 
16012,303B WASHINGTON ST. 
16013,462 GRIDER STREET 
16014,801 E KATELLA AVENUE 
16015,132 WEST 124TH STREET 
16016,1405 N. MAIN STREET P.O. BOX 177 
16017,1402 41ST ST NW 
16018,3301 CARBIDE DR. 
16019,550 EAST DAVIDSON STREET 
16020,412 WILLIAMSON SQUARE 
16021,816 NINA WAY 
16022,2 PAOLI OFFICE PARK P.O. BOX 1787 
16023,702 E FRANKLIN AVE 
16024,3650 REED ROAD 
16025,4500 NORTH CLIFF AVENUE 
16026,4753 N. BROADWAY AVENUE 
16027,6920 ASPHALT AVENUE 
16028,302 HADDONFIELD-BERLIN ROAD 
16029,555 MAIN STREET SUITE 500 
16030,460 MAIN STREET PO BOX 459 
16031,1747 STATE ROUTE 34 
16032,1013 WINTERGREEN LANE 
16033,90 COMMERCE WAY 
16034,210 BROADWAY 4TH FLOOR 
16035,5084 DORSEY HALL DRIVE SUITE 105 
16036,1001 ESE LOOP 323 SUITE 300 
16037,801 S. HIGHWAY 377 
16038,500 SOUTH 2ND STREET SUITE #200 
16039,2935 SOUTH 2ND STREET 
16040,2405 N COLUMBUS ST. SUITE 120 A 
16041,3301 S. ALAMEDA SUITE 501 
16042,200 WESTGATE PARKWAY SUITE # 203 
16043,6450 GEORGE WASHINGTON MEMORIA 
16044,3200 SW 42ND STREET 
16045,"1111 N. LOOP WEST, #400 "
16046,221 W. CREST STREET SUITE 300 
16047,"427 C STREET, SUITE 406 "
16048,514 GRAND BLV 
16049,151 W PRITCHARD ST. 
16050,412 SOUTH FOURTH STREET SUITE 1050 
16051,8542 LAKESHORE ROAD 
16052,450 MISSION ST STE 201 
16053,31 ELBOW ST 
16054,2224 SPRINGFIELD AVENUE 
16055,12064 LEWISON LN 
16056,300 COLLEGE AVE. 
16057,"23077 GREENFIELD, SUITE 557 "
16058,59 PORTER ROAD 
16059,341 S. PATRICK STREET 
16060,601 EAST PRATT ST. 6TH FLOOR 
16061,1701 SOUTH BROAD STREET 
16062,400 CONGRESS STREET 3RD FLOOR 
16063,1600 EAST GOLF ROAD SUITE 0700 
16064,2437 CHICORY ROAD 
16065,1610 WASHINGTON ST. EAST STE 200 
16066,1661 PALM ST. 
16067,24463 WEST TEN MILE ROAD 
16068,3312 LEMONE INDUSTIAL BLVD 
16069,93 CATERPILLAR DRIVE 
16070,135 WEST 36TH STREET 7TH FL 
16071,12601 STAFFORD RD 
16072,1966 GREENSPRING DRIVE SUITE 5 
16073,3570 ROUTE 219 
16074,475 MAIN STREET 
16075,246 W. HANCOCK AVENUE 
16076,C/O ADVANBEN 8 SHOPPERS LANE 
16077,"1375 EAST 9TH STREET, SUITE 27 "
16078,110 MAINE ST. SUITE 1520 
16079,1400 CENTREPARK BLVD SUITE 400 
16080,36 S KINNELOA AVE SUITE 100 
16081,10211 12TH AVE S 
16082,3033 CAMPUS DR SUITE W205 
16083,101 E MIFFLIN 
16084,1320 STATE ROUTE 15 
16085,P.O. BOX 550 
16086,11995 SINGLETREE LANE SUITE 240 
16087,888 BOYLSTON STREET 15TH FLOOR 
16088,2202 N. WESTSHORE BLVD. SUITE 455 
16089,PO BOX 70 
16090,901 DULANEY VALLEY ROAD SUITE 220 
16091,137 N WASHINGTON STREET SUITE 200 
16092,17425 HIGHWAY 75 
16093,3101 JAY STREET 
16094,440 EAST 36TH 
16095,496 CONGRESS STREET SUITE 2B 
16096,1212 LARKIN AVE. 
16097,"44 NORTH 2ND STREET, SUITE 1200 "
16098,312 E. BUFFALO STREET UNIT 30 
16099,1106 WEST15TH STREET 
16100,461 WEST MAIN STREET 
16101,9400 NEW HARMONY ROAD 
16102,3829 NUEVO CIRCLE 
16103,288 MEETING STREET 
16104,"MICHIGAN SILC, 2843 EAST GRAND RIVER AVENUE #283 "
16105,17 BRIDEN STREET 
16106,2562 WALDEN AVE STE 107 
16107,1603 COLLEGE RD 
16108,120 WEST 45TH STREET SUITE 3700 
16109,705 OAK CIRCLE DRIVE EAST 
16110,4117 43RD AVE NE 
16111,8970 162ND STREET 
16112,44084 RIVERSIDE PARKWAY SUITE 150 
16113,834 80TH ST SW 300 
16114,1000 W. WASHINGTON BLVD SUITE 203 
16115,128 SPRING STREET SUITE 620 
16116,4043 N. RAVENSWOOD AVE STE. 30 
16117,375 GREENWICH STREET 
16118,1230 PARKWAY AVE SUITE 311 
16119,"3116 ACADEMY DR, STE 200 "
16120,767 FIFTH AVENUE 45TH FLOOR 
16121,315 DERRY ROAD UNIT 1 
16122,690 EIGHTH AVENUE 5TH FLOOR 
16123,10300 CHALK HILL ROAD 
16124,PO BOX 980797 
16125,2043 WOODLAND PKWY STE 300 
16126,315 OLD IVY WAY STE 101 
16127,"135 CROSSWAYS PARK DRIVE, SUIT "
16128,4423 NW 6TH PLACE SUITE A 
16129,271 FOURTH ST WAY 
16130,231 3RD STREET SUITE 285 
16131,PO BOX 507 
16132,103 US HIGHWAY 14 E 
16133,22700 HESLIP DRIVE 
16134,2706 MAGNET ST. 
16135,3782 NORTH FRONT STREET SUITE 1 
16136,14120 BALLANTYNE CORPORATE PLA SUITE 175 
16137,5859 S. UNIVERSITY BLVD. 
16138,200 PERRY PARKWAY SUITE 1 
16139,"4601 NE 77TH AVE, STE. 300 "
16140,2801 WEST ROOSEVELT ROAD 
16141,2025 SE COLLEGE ROAD 
16142,727 EASTOWNE DRIVE SUITE 300-D 
16143,2100 WEST LOOP SOUTH SUITE 1000 
16144,632 FRANKLING AVENUE 
16145,840 MEMORIAL DRIVE 
16146,766 FALMOUTH RD SUITE C-17 
16147,2800 SAND HILL ROAD SUITE 101 
16148,2161 PALM BEACH LAKES BLVD SUITE 410 
16149,520 ENTERPRISE AVE 
16150,4228 SOUTHTOWNE DR 
16151,10109 PIPER LANE 
16152,W222 N615 CHEANEY DRIVE 
16153,3535 PIEDMONT ROAD SUITE 1500 
16154,1901 6TH AVE. NORTH SUITE 1500 
16155,7625 WISCONSIN AVENUE SUITE 300 
16156,PO BOX 1271 
16157,1255 23RD STREET NW SUITE 500 
16158,1601 PARKVIEW AVENUE 
16159,67 JEFFERSON AVENUE 2ND FLOOR 
16160,37911 W TWELVE MILE ROAD 
16161,707 EDGEWOOD STREET NE 
16162,2630 S. JEFFERSON AVE. 
16163,12 MURPHY DRIVE 
16164,300 MARGIE DR. 
16165,6250 WEST PEORIA AVENUE 
16166,520 MADISON AVENUE 26TH FLOOR 
16167,201 OLD COUNTRY ROAD SUITE 202 
16168,"2814 BROOKS STREET, PMB #343 "
16169,29 EAST COMMONS BLVD SUITE 100 
16170,939 HIGHWAY K 
16171,707 S. WASHINGTON BLVD. 
16172,1900 EAST GOLF ROAD SUITE 1250 
16173,9600 GREAT HILLS TRAIL SUITE 300 WEST 
16174,75 STATE STREET 
16175,875 ACADEMY DRIVE 
16176,5111 EAST 21ST STREET 
16177,WATERVILLE 
16178,185 ALLEN RD # 100 
16179,110 W BERRY ST STE 2202 
16180,1200 19TH ST NW 210 
16181,884 WOODS MILL RD STE 101 
16182,3200 N. CENTRAL AVE SUITE 2000 
16183,12 GRACE STREET SUITE 300 
16184,3810 E 56TH ST 
16185,2600 WILSHIRE BLVD 3RD FLOOR 
16186,"4601 NE 77TH AVE, STE. 300 "
16187,601 N. ASHLEY DRIVE 8TH FLOOR 
16188,1100 19TH AVENUE EAST 
16189,4021 MERIDIAN DRIVE 
16190,129 WOOLSEY HEIGHTS 
16191,14074 TRADE CENTER DRIVE 
16192,SUITE 9 359 BEL MARIN KEYS BLVD. 
16193,775 SUNRISE AVE SUITE 270 
16194,3900 SW LAKE FLORA ROAD 
16195,PO BOX 22023 E 
16196,511 MAIN STREET # A 
16197,2050 N. CLARK STREET 
16198,300 OHIO STREET 
16199,4960 SW 72ND AVE SUITE# 406 
16200,460 CREAMERY WAY SUITE 109 
16201,275 VARNUM AVE 
16202,3737 STATE ROAD 
16203,131 MAPLE ST. 
16204,2700 CORPORATE DRIVE SUITE 100 
16205,53 PERIMETER CENTER EAST STE 220 
16206,1142 AQUARIUS LANE 
16207,7800 DISCOVERY DR 
16208,RIDGE PARK PLACE SUITE 3000 1130 22ND STREET SOUTH 
16209,150 N MICHIGAN AVENUE SUITE 3900 
16210,1341 CAPITAL CIRCLE SUITE 100 
16211,10601 MISSION ROAD STE 240 
16212,5960 TELEGRAPH AVENUE 
16213,1301 WYNOOSKI ROAD 
16214,165 SENDERO VERDE 
16215,"259 PROSPECT PLAINS ROAD BUILDING K, SUITE 301 "
16216,3435 SANTA MARIA WAY 
16217,18311 NAPA STREET 
16218,29 JET VIEW DRIVE 
16219,1675 BROADWAY 17TH FLOOR 
16220,C/O ADMINSTRATIVE BUSINESS RES 10025 AMBASSADOR DRIVE 
16221,SUITE 900 2025 FIRST AVENUE 
16222,6110 EXECUTIVE BLVD SUITE 1070 
16223,257 BENEDICT AVE. 
16224,4365 LOVERS LANE 
16225,2201 BROADWAY SUITE 720 
16226,1501 LANSDOWNE AVENUE SUTIE 301 
16227,"1200 6TH AVENUE, STE 800 "
16228,P. O. BOX 540504 
16229,5095 MURPHY CANYON ROAD #105 
16230,"14881 QUORUM, SUITE 340 "
16231,PO BOX 60399 
16232,3670 MARGINAL WAY 
16233,156 BLUFFS COURT 
16234,400 GALLERIA PARKWAY SE SUITE 1200 
16235,6750 NE 4TH COURT 
16236,10809 CONTINENTAL DR 
16237,"3200 PARK CENTER DRIVE, #1250 "
16238,6909 TIMBER CREEK COURT 
16239,2 JACQUES PARKWAY 
16240,3911 DAYTON PARK DRIVE 
16241,100 STRADMAN STREET 
16242,1101 WEST MINERAL 
16243,PO BOX 42 
16244,"1250 WOOD BRANCH PARK DRIVE, S "
16245,152 GARRETT ROAD 
16246,61 COUNTY LINE RD 
16247,782 NW 42ND AVE SUITE 545 
16248,5126 RALSTON ST 
16249,1341 RUTHERFORD ROAD 
16250,450 COUNTRY CLUB ROAD SUITE 330 
16251,616 NOLAN AVENUE 
16252,389 E. DIVISION STREET 
16253,P O BOX 680 
16254,2719 COLTSGATE RD 
16255,200 N. MANTUA ST. 
16256,2625 WEST ALAMEDA AVENUE 
16257,835 STEPHENSON HWY 
16258,1822 YOUNG STREET 
16259,245 S. 15TH STREET 
16260,80 EUREKA SQUARE SUITE 118 
16261,7114 HARRY HINES BLVD 
16262,82 NORTH WATER STREET 
16263,PO BOX 90280 
16264,1820 INDUSTRIAL STREET SUITE 106 
16265,P.O. BOX 460089 
16266,2136 23RD AVENUE 
16267,1382 PEADHTREE ST NE 
16268,ONE TURKS HEAD PLACE STE 1200 
16269,10 SOUTH LASALLE STREET SUITE 1800 
16270,3109 MARTIN LUTHER KING JR AVE SE UNIT 1 
16271,111 COMMERICAL ST STE 302 
16272,315 E. 55TH ST. 
16273,765 STANDARD PARKWAY 
16274,2020 PONCE DE LEON BLVD. 
16275,798 WILLOW GROVE STREET 
16276,1205 CROWN PARK CIRCLE 
16277,3445 WINTON PL STE 104 
16278,280 B GANNET DRIVE 
16279,211 WEST MAIN STREET 
16280,333 N. 4TH ST. PO BOX 777 
16281,1 CAMPUS VIEW DR 
16282,2025 SE COLLEGE ROAD 
16283,10 COLONIAL AVENUE 
16284,333 S. GRAND AVE. SUITE 4070 
16285,1300 CENTERPOINT PKWY 
16286,2255 WEST DESERT COVE AVENUE 
16287,5 CARL THOMPSON ROAD 
16288,7030 NORTH FRUIT SUITE 115 
16289,40 NAGOG PARK #105 
16290,63 CHAPEL STREET 
16291,18 CONGRESS STREET SUITE 209 
16292,"1062 HIGHLAND COLONY PARKWAY, PO BOX 16069 "
16293,966 HUNGERFORD DR SUITE 9B 
16294,297 WEST VALLEY AVENUE 
16295,1140 KANE CONCOURSE 3RD FLOOR 
16296,112 WALNUT STREET 
16297,1800 NW 69TH AVE SUITE 201 
16298,300 FIFTH AVE. 
16299,PO BOX 15925 SW WAR FIELD BLVD 
16300,3530 TORINGDON WAY SUITE 204 
16301,1001 PROVIDENCE BLVD 
16302,1613 CHELSEA ROAD # 334 
16303,30 LINDEN STREET 
16304,30 WASHINGTON STREET 
16305,15 HERMITAGE AVENUE 
16306,221 CRESCENT STREET SUITE 302 
16307,1450 MADRUGA AVENUE SUITE 210 
16308,PO BOX 797 
16309,215 OLD HIGHWAY 1187 
16310,6305 HULL ST RD 
16311,38 BELLEVUE AVENUE 
16312,515 E. HIGHLAND STROAD 
16313,4020 OLD MILTON PARKWAY SUITE 200 
16314,9304 DARCY ROAD 
16315,944 OAK RIDGE TURNPIKE SUITE 200 
16316,12885 CASINO DRIVE 
16317,TWO MONUMENT SQ. 7TH FLOOR 
16318,120 EAST 56TH STREET SUITE 1010 
16319,1401 N VIRGINIA STREET 
16320,2401 N. HARVARD 
16321,123 HOWARD BLVD 
16322,3001 N. BIG SPRING SUITE 203 
16323,1120 G STREET NW SUITE 800 
16324,22706 58TH PLACE SOUTH 
16325,3099 E COML BLVD STE 200 
16326,PO BOX 356 
16327,701 EAST MARSHALL 
16328,501 WANDO PARK BLVD STE 200 
16329,1 UNIVERSITY PL 
16330,715 ORCHARD PARK RD 
16331,1570 THE ALAMEDA STE 330 
16332,"10 N DEARBORN, STE 600 "
16333,207 WEST JEFFERSON SUITE 400 
16334,600 LEXINGTON AVENUE 11TH FLOOR 
16335,2500 YORK ROAD SUITE 300 
16336,801 BLUFF STREET 
16337,"100 MORGAN KEEGAN DRIVE, SUITE "
16338,11310 OTTER CREEK EAST BLVD 
16339,"200 N. ALMADEN BOULEVARD, THIR "
16340,360 EAST COLLEGE 
16341,10555 WESTOFFICE DRIVE 
16342,633 YESLER WAY 
16343,1809 7TH AVENUE SUITE 700 
16344,100 GIBRALTAR ROAD 
16345,2225 S. 116TH STREET 
16346,2030 SPRINGDALE ROAD SUITE 800 
16347,5960 GETWELL ROAD #212D 
16348,1123 BROADWAY SUITE 1100 
16349,"2435 POLK STREET, SUITE 21 "
16350,ONE CARLSON PKWY N STE 150 
16351,11010 LUCERNE STREET 
16352,10807 FALLS ROAD SUITE 200 
16353,525 MYLES STANDISH BLVD. 
16354,16695 COMMON ROAD 
16355,100 W. 10TH STREET SUITE 1100 
16356,585 NORTH 500 WEST 
16357,4345 HAMILTON MILL RD. SUITE 100 
16358,1351 TRADEPORT DRIVE 
16359,1408 CENTER PARK DRIVE 
16360,117 N. HENRY STREET 
16361,450 E. HIGGINS ROAD #201 
16362,4233 DELEMERE BOULEVARD 
16363,P.O. DRAWER 21387 
16364,17330 PRESTON ROAD SUITE 220A 
16365,9550 W. HIGGINS RD. STE. 200 
16366,1331 NINETEENTH ST 
16367,201 W. VERMILLION SUITE 200 
16368,2176 EAST LAKETON AVE 
16369,"6505 WILSHIRE BLVD., SUITE 200 "
16370,6025 SHILOH ROAD SUITE E 
16371,3980 N. HAMPTON DR. 
16372,5301 EAST RIVER ROAD NE 
16373,"1411 BROADWAY, 28TH FLOOR "
16374,28040 W. HARRISON PARKWAY 
16375,3 EASTMANS ROAD 
16376,220 FORT SANDERS W. BOULEVARD SUITE 101 
16377,615 OBERLIN RD. SUITE 200 
16378,22 BATTERYMARCH ST 
16379,501 DR. MICHAEL DEBAKEY DRIVE 
16380,7020 FAIN PARK DRIVE STE. 5 
16381,10 FERRY STREET 
16382,540 DOREMUS AVENUE 
16383,8320 JUNIPER CREEK LANE 
16384,420 W BOYNTON BEACH BLVD 
16385,205 SOUTH STREET 
16386,6650 143RD AVENUE 
16387,5517 SOUTH MICHIGAN AVENUE 
16388,1301 N TUSTIN AVE 
16389,2435 N CENTRAL EXPRESSWAY SUITE 700 
16390,421 CHURCH STREET 
16391,PO BOX 1288 
16392,9710 SCRANTON RD SUITE 100 
16393,206 W. MAIN ST. 
16394,4550 STATE HIGHWAY 360 SUITE 100 
16395,46 DISCOVERY SUITE 250 
16396,3045 CHICAGO ROAD 
16397,1860 SANDY PLAINS ROAD SUITE 204-115 
16398,"1906 R STREET, NW SUITE 100 "
16399,MONTANA CLUB BLDG P O BOX 1144 
16400,605 W. WESTERN AVE 
16401,16559 N 92ND ST SUITE 101 
16402,P O BOX 69 
16403,2727 ALASKAN WAY PIER 69 
16404,324 ROBIN LANE 
16405,4514 COLE AVENUE SUITE 740 
16406,901 WARRENVILLE ROAD SUITE 15 
16407,55 NETWORK DRIVE 
16408,475 WASHINGTON AVE 
16409,719 PEACHTREE RD SUITE 200 
16410,3 CLOCK TOWER PL STE 250 
16411,9777 GOLF LINKS ROAD 
16412,PO BOX 7455 
16413,2200 W COMMERCIAL BLVD SUITE 101 
16414,30500 NORTHWESTERN HIGHWAY STE 425 
16415,P O BOX 730453 
16416,1675 HICKS ROAD 
16417,1100 MAIN ST STE 200 
16418,910 S.E. 17TH STREET SUITE 201 
16419,900 NE 139TH ST # 202 
16420,475 FIFTH AVE 15TH FLOOR 
16421,731 PRE-EMPTION ROAD 
16422,201 WEST LAKE STREET 
16423,3333 PIEDMONT ROAD SUITE 1800 
16424,125 DAVE WARLICK DRIVE 
16425,1133 19TH STREET NW 9TH FLOOR 
16426,1607 NORTH AURORA ROAD SUITE 202/203 
16427,1405 HATHMAN PLACE 
16428,6009 INTERNATIONAL DRIVE 
16429,2650 PAXTON STREET 
16430,150 S. WACKER DRIVE SUITE 670 
16431,5750 OLD ORCHARD ROAD SUITE 400 
16432,2025 FIRST AVENUE STE 830 
16433,1000 ATCHESON ST 
16434,4161 EAST 7TH AVENUE 
16435,555 E. MEMORY LANE 
16436,777 POST ROAD SUITE 200 
16437,4565 BEMISS ROAD 
16438,2600 E. 5TH STREET 
16439,702 KING FARM BLVD SUITE 600 
16440,4031 CLYDE PARK SW 
16441,2600 INTERNATIONAL PARKWAY 
16442,P.O. BOX 2026 
16443,P. O. BOX 1797 
16444,6675 JONES MILL COURT 
16445,POB 436089 
16446,9256 SOUTH STATE 
16447,P.O. BOX 477 
16448,902 CLINT MOORE ROAD SUITE 226 
16449,1101 1ST AVE N 
16450,166 NO. 121ST STREET 
16451,1130 HIGHWAY 315 
16452,PO BOX 866 
16453,30141 AGOURA ROAD #102 
16454,50 CHESTNUT RIDGE ROAD 
16455,2191 CITYGATE DRIVE 
16456,634 BEAVER LAKE DRIVE #5160 
16457,"3491 CONCOURS ST, STE 201 "
16458,"29433 SOUTHFIELD, STE 201 "
16459,422 LESSARD STREET 
16460,1140 KINGWOOD AVENUE 
16461,14140 WESTFAIR EAST DR 
16462,10810 E. 45TH ST. SUITE 400 
16463,7 S. GALAPAGO ST. 
16464,300 EAST CADY STREET 
16465,"885 SECOND AVENUE, 21ST FL. "
16466,433 SILAS DEANE HWY SUITE 6 
16467,104 ENDICOTT STREET SUITE 200 
16468,311 S WACKER DR STE 4950 
16469,2360 W DOROTHY LANE #201 
16470,1933 N. MEACHAM RD. 
16471,75 SECOND AVENUE SUITE 700 
16472,5665 W BEVERLY LANE 
16473,825 28TH STREET SOUTH SUITE E 
16474,117 CABOT STREET 
16475,839 N JEFFERSON STR SUITE 502 
16476,26 HAMPSHIRE DRIVE 
16477,1115 WESTFORD STREET 
16478,66 PEARL STREET SUITE 311 
16479,640 44TH ST SW 
16480,8014 OLD NATIONAL PIKE 
16481,"19134 STONE OAK PKWY, SUITE 20 "
16482,1639 HENNEPIN AVE S. SUITE 100 
16483,975 HOOPER AVENUE 
16484,511 HEMPSTEAD AVE 
16485,6927 LINCOLN PARKWAY 
16486,2500 S COULTER SUITE 123 
16487,5211 OLD HIGHWAY 11 
16488,1 EAST ERIE STREET SUITE 242 
16489,7981 E COUNTY ROAD 100 N 
16490,412 SOUTH UNION STREET 
16491,4500 S. COCKRELL HILL ROAD 
16492,4785 DORSEY HALL DRIVE SUITE 124 
16493,30 VESEY STREET 7TH FLOOR 
16494,12760 WEST NORTH AVENUE 
16495,159 KREINBROOK HILL ROAD 
16496,PO BOX 2030 
16497,777 EDWARDS RD 
16498,ONE INTERNATIONAL PLACE 
16499,1608 LAKE ST 
16500,501 ELMWOOD AVENUE 
16501,1401 20TH STREET S 
16502,116 PARKER STREET DEXTER INDUSTRIAL PARK 
16503,THE AVIARY 439 RTE 46 EAST 
16504,540 CHAMA STREET NE SUITE 2 
16505,P. O. BOX 2103 
16506,PO BOX 580 
16507,3676 WYNDCREST DRIVE 
16508,SUITE 1800 150 SPEAR STREET 
16509,365 MONTAUK AVENUE 
16510,425 FRANKLIN ST. 
16511,300 PARK BLVD. SUITE 201 
16512,4098 S MCCARRAN BLVD 
16513,SCHOOLS HEALTH & WELFARE TRUST 35 ROAD 7585 #5003 
16514,1201 RICHARDSON DR SUITE 130 
16515,120 KIMBALL AVENUE SUITE 100 
16516,386 PARK AVENUE SOUTH 18TH FLOOR 
16517,13208 EXECUTIVE PARK TERRACE 
16518,201 KENT PLACE 
16519,50 BRAD AKINS DR. 
16520,55 SHILOH ROAD SUITE 3 
16521,5670 WILSHIRE BLVD #1740 
16522,177 MILK STREET 
16523,5 PERRY WAY P. O. BOX 548 
16524,2201 CIVIC CIRCLE DRIVE 
16525,450 FRANKLIN ROAD SE SUITE 170 
16526,3902 LA FRAMBOISE ROAD 
16527,2459 EMERALD PLACE SUITE 102 
16528,300 FRANK W. BURR BLVD. 
16529,8780 NATIONAL BOULEVARD 
16530,322 DEMERS AVE. SUITE 500 
16531,4045 WATERTOWN ROAD 
16532,3327 NW 50TH 
16533,5667 PEACHTREE DUNWOODY RD SUI 
16534,"104 CORPORATE DR., EAST "
16535,777 SOUTH FIGUEROA STREET SUITE 518 
16536,6788 S. DIXIE HWY 
16537,355 BODWELL STREET 
16538,14 ONE CENTER COURT 
16539,6039 MAIN STREET 
16540,461 W 9TH ST PO BOX 656 
16541,424 GRAVIER STREET 
16542,3131 NW EXPRESSWAY 
16543,10711 WALKER STREET 
16544,1700 W. 41ST STREET 
16545,PO BOX 9210 
16546,63 TRAPELO ROAD 
16547,1801 HANOVER PIKE 
16548,P.O. BOX 640 
16549,PO BOX 3906 
16550,6998 LESOURDSVILLE WEST CHESTER 
16551,14 E. MAIN STREET 
16552,100 STATE STREET #600 
16553,10205 OASIS ST. SUITE 320 
16554,24 SPRING LANE 
16555,2350 GREAT SOUTHWEST PARKWAY MARK IV INDUSTRIAL PARK 
16556,707 SW 20TH STREET 
16557,5301 BLUE LAGOON DRIVE SUITE 690 
16558,OLD POWDER MILL RD 
16559,2600 HIGHWAY 35 
16560,3 COLONIAL ROAD 
16561,3044 CHICAGO AVENUE SOUTH 
16562,PO BOX 70070 
16563,3660 SLATER ROAD 
16564,PO BOX 1025 
16565,2111 VIA TUSCANY 
16566,455 MADISON AVE 
16567,37500 SE NORTH BEND WAY 
16568,195 ENGINEERS ROAD 
16569,28 S MONTANA STREET 
16570,5650 EL CAMINO REAL SUITE 235 
16571,500 LIBERTY STREET SE #100 
16572,"2 CITY PLACE DRIVE, SUITE 200 "
16573,3201 TEASLEY LANE SUITE 201 
16574,P.O. BOX 643040 
16575,100 CREEKVIEW LANE 
16576,P.O. BOX 4934 
16577,10 RESEARCH PARKWAY 
16578,PO BOX 7676 
16579,4511 24TH AVENUE 
16580,1101 JUDGE LEON FORD DR. 
16581,1748 NOVATO BLVD #200 
16582,262 JAMES BOHANAN DR 
16583,201 W. 7TH STREET 
16584,P.O. BOX 16218 
16585,525 N. FRONT STREET PO BOX 550 
16586,9999 BUSINESSPARK AVENUE SUITE B 
16587,ONE BEACON STREET SUITE 2600 
16588,5300 RICHMOND RD. 
16589,999 W. MAIN ST. PO BOX 72 
16590,2566 LEAVENWORTH ST. 
16591,25 COLLEGE PARK COVE 
16592,711 WEST AMELIA ST 
16593,57 BEDFORD ST SUITE 202 
16594,500 WEST MADISON SUITE 1130 
16595,"100 E, MAIN ST. "
16596,1609 WHITES ROAD 
16597,107 E. MAIN STREET 
16598,1503 GLEN AVE STE 100 
16599,28601 CHAGRIN BLVD #210 
16600,20 WORLDS FAIR DR # F 
16601,8225 TROON CIRCLE 
16602,2000 JOSHUA ROAD 
16603,464 EAST GRAND BOULEVARD 
16604,1225 NW MURRAY ROAD SUITE 204 
16605,16 NORTH SUSSEX STREET 
16606,3520 E. LOUISE DR. 
16607,8073 WASHINGTON VILLAGE DR. SUITE 100 
16608,"1000 LOUISIANA, SUITE 5100 "
16609,220 CONTINENTAL DRIVE SUITE 112 
16610,PO BOX 1785 
16611,2847 HENDERSON MILL RD 
16612,208 PARK COURT 
16613,"810 FIRST STREET, NE SUITE 201 "
16614,1819 MAIN STREET SUITE 1110 
16615,6075 LAKESIDE BLVD 
16616,875 NORTH MICHIGAN AVENUE SUITE 3510 
16617,2381 ROSEGATE 
16618,2300 GLADES RD. STE. 250W 
16619,640 S. WOODRUFF AVE 
16620,7889 HWY 57 
16621,10420 LAMEY BRIDGE ROAD 
16622,10100 SANTA MONICA BLVD. SUITE 2600 
16623,700 CORPORATE CIRCLE SUITE M 
16624,526 WILSHIRE BLVD SUITE 200 
16625,P O BOX 1258 
16626,8346 HOLLY ROAD 
16627,110 HORIZON DRIVE SUITE 210 
16628,"35551 FORD ROAD, SUITE 101 "
16629,10250 VALLEY VIEW ROAD SUITE 133 
16630,300 FIRST STAMFORD PLACE 
16631,1401 20TH STREET S 
16632,885 COMMERCE DRIVE STE B 
16633,303 EAST WACKER DR SUITE 210 
16634,13873 PARK CENTER RD STE 505 
16635,20 N. CLARK STREET 29 TH FLOOR 
16636,1340 WOODMAN DRIVE 
16637,2615 LAKE DRIVE # 201 
16638,115 W. WASHINGTON AVENUE 
16639,9201 OWENSMOUTH AVE 
16640,315 5TH AVE 
16641,8750 RESOURCE PARK DRIVE 
16642,PO BOX 75332 
16643,1367 LYONS ROAD 
16644,PO BOX 460 
16645,3050 PEACHTREE RD. NW SUITE 300 
16646,PO BOX 9005 
16647,4751 MUSTANG CIRCLE 
16648,P O BOX 2668 
16649,"2800 CENTRAL AVENUE, SUITE C "
16650,105 A W. WOODLAWN RANCH ROAD 
16651,1550 AIRPORT ROAD 
16652,1 E BROWARD BLVD SUITE 810 
16653,"55 PUBLIC SQUARE, 4TH FLOOR "
16654,"180 SANSOME STREET, 16TH FLOOR "
16655,4747 NORTH FIRST STREET #140 
16656,PO BOX 769008 
16657,504 W. MAIN ST. 
16658,39 COTTAGE STREET 
16659,12450 PERRY HIGHWAY 
16660,31191 ROAD 180 
16661,P.O. BOX 310 
16662,718 WASHINGTON AVE N SUITE 202 
16663,150 NACOOCHEE AVENUE 
16664,18027 BISHOP AVENUE 
16665,20 EASTERN BLVD 
16666,588 VANCE AVENUE 
16667,7719 GRAPHICS WAY SUITE 8 
16668,3840 NORTH PALMER STREET 
16669,1115 WESTFORD STREET 
16670,787 LANSING ST. 
16671,1603 COLLEGE RD 
16672,411 GROVE PARK 
16673,2750 SAND HILL ROAD 
