,ADDRESSES,ADDRESS,POBOX,SUITE,ATTN,BEST FIT
515,1111 BROADWAY STREET 24TH FLO,1111 BROADWAY STREET,,FLO,,"[[0, 3, 3, ['ADDRESS'], '1111 broadway street'], [4, 5, 1, ['SUITE'], 'flo']]"
516,1111 E KATELLA AVENUE #120,1111 E KATELLA AVENUE,,#120,,"[[0, 4, 4, ['ADDRESS'], '1111 e katella avenue'], [4, 5, 1, ['SUITE'], '#120']]"
517,1111 E TOUHY AVE #218,1111 E TOUHY AVE,,#218,,"[[0, 4, 4, ['ADDRESS'], '1111 e touhy ave'], [4, 5, 1, ['SUITE'], '#218']]"
518,1111 JUPITER ROAD #204D,1111 JUPITER ROAD,,,,"[[0, 3, 3, ['ADDRESS'], '1111 jupiter road']]"
519,1111 KANE CONCOURSE STE 320,1111 KANE CONCOURSE,,STE 320,,"[[0, 3, 3, ['ADDRESS'], '1111 kane concourse'], [3, 5, 2, ['SUITE'], 'ste 320']]"
520,1111 MEDICAL CENTER BLVD SUI,1111 MEDICAL CENTER BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '1111 medical center blvd']]"
521,1111 N LOOP WEST #400,1111 N LOOP WEST,,#400,,"[[0, 4, 4, ['ADDRESS'], '1111 n loop west'], [4, 5, 1, ['SUITE'], '#400']]"
522,1111 N NORTHSORE DRIVE SUITE N-425,1111 N NORTHSORE DRIVE,,,,"[[0, 4, 4, ['ADDRESS'], '1111 n northsore drive']]"
523,1111 N PLAZA DRIVE,1111 N PLAZA DRIVE,,,,"[[0, 4, 4, ['ADDRESS'], '1111 n plaza drive']]"
524,1111 N WESTSHORE BLVD #101,1111 N WESTSHORE BLVD,,#101,,"[[0, 4, 4, ['ADDRESS'], '1111 n westshore blvd'], [4, 5, 1, ['SUITE'], '#101']]"
525,1111 NE FLANDERS STREET SUITE,1111 NE FLANDERS STREET,,,,"[[0, 4, 4, ['ADDRESS'], '1111 ne flanders street']]"
526,1111 NORTHSHORE DRIVE LANDMARK TOWER N SUITE N-290,1111 NORTHSHORE DRIVE LANDMARK,,,,"[[0, 4, 4, ['ADDRESS'], '1111 northshore drive landmark'], [5, 6, 1, ['_DIR_', 'SUITE'], 'n']]"
527,1111 PIPER JAFFRAY PLAZA 444 CEDAR STREET,1111 PIPER JAFFRAY PLAZA,,444,,"[[0, 4, 4, ['ADDRESS'], '1111 piper jaffray plaza'], [4, 5, 1, ['SUITE'], '444']]"
528,11111 SANTA MONICA BLVD #300,11111 SANTA MONICA BLVD,,#300,,"[[0, 4, 4, ['ADDRESS'], '11111 santa monica blvd'], [4, 5, 1, ['SUITE'], '#300']]"
529,11111 SANTA MONICA BLVD SUITE,11111 SANTA MONICA BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '11111 santa monica blvd']]"
530,11111 SANTA MONICA BOULEVARD #,,,11111,,"[[0, 1, 1, ['SUITE'], '11111']]"
531,1112 16TH STREET NW SUITE 300,1112 16TH STREET NW,,SUITE 300,,"[[0, 4, 4, ['ADDRESS'], '1112 16th street nw'], [4, 6, 2, ['SUITE'], 'suite 300']]"
532,1113 SHERMAN STREET PO BOX 406,1113 SHERMAN STREET,PO BOX 406,,,"[[0, 3, 3, ['ADDRESS'], '1113 sherman street'], [3, 6, 3, ['POBOX'], 'po box 406']]"
533,11130 SUNRISE VALLEY DRIVE #20,11130 SUNRISE VALLEY DRIVE,,#20,,"[[0, 4, 4, ['ADDRESS'], '11130 sunrise valley drive'], [4, 5, 1, ['SUITE'], '#20']]"
534,1114 FAIRFAX PIKE BOX 12,1114 FAIRFAX PIKE,BOX 12,,,"[[0, 3, 3, ['ADDRESS'], '1114 fairfax pike'], [3, 5, 2, ['POBOX'], 'box 12']]"
535,11140 ROCKVILLE PIKE #340,11140 ROCKVILLE PIKE,,#340,,"[[0, 3, 3, ['ADDRESS'], '11140 rockville pike'], [3, 4, 1, ['SUITE'], '#340']]"
536,1115 VICKSBURG LANE #19,1115 VICKSBURG LANE,,#19,,"[[0, 3, 3, ['ADDRESS'], '1115 vicksburg lane'], [3, 4, 1, ['SUITE'], '#19']]"
537,11150 SANTA MONICA BOULEVARD SUITE 1200,,,SUITE 1200,,"[[4, 6, 2, ['SUITE'], 'suite 1200']]"
538,1117 PERIMETER CENTER WEST SUITE N316,1117 PERIMETER CENTER WEST,,SUITE N316,,"[[0, 4, 4, ['ADDRESS'], '1117 perimeter center west'], [4, 6, 2, ['SUITE'], 'suite n316']]"
539,1117 PERIMETER CENTER WEST SUITE W101,1117 PERIMETER CENTER WEST,,SUITE W101,,"[[0, 4, 4, ['ADDRESS'], '1117 perimeter center west'], [4, 6, 2, ['SUITE'], 'suite w101']]"
540,1117 PERIMETER CENTER WEST SUITE W212,1117 PERIMETER CENTER WEST,,SUITE W212,,"[[0, 4, 4, ['ADDRESS'], '1117 perimeter center west'], [4, 6, 2, ['SUITE'], 'suite w212']]"
541,1118 STATE ROUTE 9 PO BOX 782,1118 STATE ROUTE 9,PO BOX 782,,,"[[0, 4, 4, ['ADDRESS'], '1118 state route 9'], [4, 7, 3, ['POBOX'], 'po box 782']]"
542,1119 S SANTA FE STREET,,,1119 S,,"[[0, 2, 2, ['SUITE'], '1119 s']]"
543,112 - 3RD STREET WEST SUITE 300,,,SUITE 300,,"[[4, 5, 1, ['_DIR_'], 'west'], [5, 7, 2, ['SUITE'], 'suite 300']]"
544,112 MARKET STREET P O BOX 380,112 MARKET STREET,P O BOX 380,,,"[[0, 3, 3, ['ADDRESS'], '112 market street'], [3, 7, 4, ['POBOX'], 'p o box 380']]"
545,112 MEDLAR FIELD AT LUBRANO PA,112 MEDLAR FIELD,,,,"[[0, 3, 3, ['ADDRESS'], '112 medlar field']]"
546,112 N DEWEY STREET PO BOX 38,112 N DEWEY STREET,PO BOX 38,,,"[[0, 4, 4, ['ADDRESS'], '112 n dewey street'], [4, 7, 3, ['POBOX'], 'po box 38']]"
547,112 SALUDA RIDGE CT #100,112 SALUDA RIDGE CT,,#100,,"[[0, 4, 4, ['ADDRESS'], '112 saluda ridge ct'], [4, 5, 1, ['SUITE'], '#100']]"
548,112 W MAIN ST PO BOX 460,112 W MAIN ST,PO BOX 460,,,"[[0, 4, 4, ['ADDRESS'], '112 w main st'], [4, 7, 3, ['POBOX'], 'po box 460']]"
549,112 W MAIN STREET PO BOX 460,112 W MAIN STREET,PO BOX 460,,,"[[0, 4, 4, ['ADDRESS'], '112 w main street'], [4, 7, 3, ['POBOX'], 'po box 460']]"
550,112 W PARK LANE,112 W PARK LANE,,,,"[[0, 4, 4, ['ADDRESS'], '112 w park lane']]"
551,112 WELCH HALL 850 W CROSS ST,850 W CROSS ST,,112,,"[[0, 1, 1, ['SUITE'], '112'], [3, 7, 4, ['ADDRESS'], '850 w cross st']]"
552,112 WEST CENTER P O BOX 8310,112 WEST CENTER,P O BOX 8310,,,"[[0, 3, 3, ['ADDRESS'], '112 west center'], [3, 7, 4, ['POBOX'], 'p o box 8310']]"
553,1120 20TH ST NW SOUTH TOWER ST,1120 20TH ST NW,,,,"[[0, 4, 4, ['ADDRESS'], '1120 20th st nw'], [4, 5, 1, ['_DIR_'], 'south']]"
554,1120 CAPITAL OF TEXAS HIGHWAY BUILDING 3 SUITE 300,1120 CAPITAL OF TEXAS,,SUITE 300,,"[[0, 4, 4, ['ADDRESS'], '1120 capital of texas'], [7, 9, 2, ['SUITE'], 'suite 300']]"
555,1120 E MAIN STREET PO BOX 8,1120 E MAIN STREET,PO BOX 8,,,"[[0, 4, 4, ['ADDRESS'], '1120 e main street'], [4, 7, 3, ['POBOX'], 'po box 8']]"
556,1120 UNIVERSITY AVENUE PO BOX 727,1120 UNIVERSITY AVENUE,PO BOX 727,,,"[[0, 3, 3, ['ADDRESS'], '1120 university avenue'], [3, 6, 3, ['POBOX'], 'po box 727']]"
557,11208 WAPLES MILL RD #109,11208 WAPLES MILL RD,,#109,,"[[0, 4, 4, ['ADDRESS'], '11208 waples mill rd'], [4, 5, 1, ['SUITE'], '#109']]"
558,1121 14TH STREET NW STE 1010,1121 14TH STREET NW,,STE 1010,,"[[0, 4, 4, ['ADDRESS'], '1121 14th street nw'], [4, 6, 2, ['SUITE'], 'ste 1010']]"
559,1121 JOHNSON FERRY ROAD SUITE,1121 JOHNSON FERRY ROAD,,,,"[[0, 4, 4, ['ADDRESS'], '1121 johnson ferry road']]"
560,1121 L STREET STE 1060,1121 L STREET,,STE 1060,,"[[0, 3, 3, ['ADDRESS'], '1121 l street'], [3, 5, 2, ['SUITE'], 'ste 1060']]"
561,1121 OLIVETTE EXECUTIVE PARKWA SUITE 100,1121 OLIVETTE EXECUTIVE,,SUITE 100,,"[[0, 3, 3, ['ADDRESS'], '1121 olivette executive'], [4, 6, 2, ['SUITE'], 'suite 100']]"
562,11211 CANTRELL RD #100,11211 CANTRELL RD,,#100,,"[[0, 3, 3, ['ADDRESS'], '11211 cantrell rd'], [3, 4, 1, ['SUITE'], '#100']]"
563,11211 PROSPERITY FARMS RD SUI,11211 PROSPERITY FARMS RD,,,,"[[0, 4, 4, ['ADDRESS'], '11211 prosperity farms rd']]"
564,1123 WEST WASHINGTON BLVD #2,1123 WEST WASHINGTON BLVD,,#2,,"[[0, 4, 4, ['ADDRESS'], '1123 west washington blvd'], [4, 5, 1, ['SUITE'], '#2']]"
565,11241 WILLOWS ROAD BUILDING C STE 210,11241 WILLOWS ROAD BUILDING,,STE 210,,"[[0, 4, 4, ['ADDRESS'], '11241 willows road building'], [5, 7, 2, ['SUITE'], 'ste 210']]"
566,1125 NORTHWEST 12TH AVENUE # 309,1125 NORTHWEST,,# 309,,"[[0, 2, 2, ['ADDRESS'], '1125 northwest'], [4, 6, 2, ['SUITE'], '# 309']]"
567,11250 WAPLES MILL ROAD SOUTH TOWER SUITE 220,11250 WAPLES MILL ROAD SOUTH,,SUITE 220,,"[[0, 5, 5, ['ADDRESS'], '11250 waples mill road south'], [6, 8, 2, ['SUITE'], 'suite 220']]"
568,11255 KIRKLAND WAY SUITE #300,11255 KIRKLAND WAY,,#300,,"[[0, 3, 3, ['ADDRESS'], '11255 kirkland way'], [4, 5, 1, ['SUITE'], '#300']]"
569,1126 16TH STREET NW SUITE 270,1126 16TH STREET NW,,SUITE 270,,"[[0, 4, 4, ['ADDRESS'], '1126 16th street nw'], [4, 6, 2, ['SUITE'], 'suite 270']]"
570,1126 16TH STREET NW SUITE 350,1126 16TH STREET NW,,SUITE 350,,"[[0, 4, 4, ['ADDRESS'], '1126 16th street nw'], [4, 6, 2, ['SUITE'], 'suite 350']]"
571,1127 SENOIA RD PO BOX 459,1127 SENOIA RD,PO BOX 459,,,"[[0, 3, 3, ['ADDRESS'], '1127 senoia rd'], [3, 6, 3, ['POBOX'], 'po box 459']]"
572,11285 ELKINS ROAD STE F-3,11285 ELKINS ROAD,,,,"[[0, 3, 3, ['ADDRESS'], '11285 elkins road']]"
573,1129 20TH STREET NW SUITE # 600,1129 20TH STREET NW,,SUITE # 600,,"[[0, 4, 4, ['ADDRESS'], '1129 20th street nw'], [4, 7, 3, ['SUITE'], 'suite # 600']]"
574,1129 20TH STREET NW SUITE 600,1129 20TH STREET NW,,SUITE 600,,"[[0, 4, 4, ['ADDRESS'], '1129 20th street nw'], [4, 6, 2, ['SUITE'], 'suite 600']]"
575,1129 WEST GOVERNOR ROAD PO BOX 797,1129 WEST GOVERNOR ROAD,PO BOX 797,,,"[[0, 4, 4, ['ADDRESS'], '1129 west governor road'], [4, 7, 3, ['POBOX'], 'po box 797']]"
576,113 CORPORATE PARK E DRIVE,113 CORPORATE PARK E,,,,"[[0, 4, 4, ['ADDRESS'], '113 corporate park e']]"
577,113 CORPORATE PARK EAST DRIVE,113 CORPORATE PARK EAST,,,,"[[0, 4, 4, ['ADDRESS'], '113 corporate park east']]"
578,113 S WEST ST PO BOX 25708,113 S WEST ST,PO BOX 25708,,,"[[0, 4, 4, ['ADDRESS'], '113 s west st'], [4, 7, 3, ['POBOX'], 'po box 25708']]"
579,113 W BLACKHAWK AVENUE PO BOX 277,113 W BLACKHAWK AVENUE,PO BOX 277,,,"[[0, 4, 4, ['ADDRESS'], '113 w blackhawk avenue'], [4, 7, 3, ['POBOX'], 'po box 277']]"
580,113 WEST NORTH STREET,,,113 WEST,,"[[0, 2, 2, ['SUITE'], '113 west'], [2, 3, 1, ['_DIR_'], 'north']]"
581,1130 NORTH NIMITZ HWY #A265,1130 NORTH NIMITZ HWY,,,,"[[0, 4, 4, ['ADDRESS'], '1130 north nimitz hwy']]"
582,11305 FOUR POINTS DR BUILDING 2 SUITE 200,11305 FOUR POINTS DR,,SUITE 200,,"[[0, 4, 4, ['ADDRESS'], '11305 four points dr'], [6, 8, 2, ['SUITE'], 'suite 200']]"
583,11307 FM 1960 RD W #100,11307 FM 1960 RD W,,#100,,"[[0, 5, 5, ['ADDRESS'], '11307 fm 1960 rd w'], [5, 6, 1, ['SUITE'], '#100']]"
584,11310 MONTGOMERY RD #216,11310 MONTGOMERY RD,,#216,,"[[0, 3, 3, ['ADDRESS'], '11310 montgomery rd'], [3, 4, 1, ['SUITE'], '#216']]"
585,11310 OTTER CREEK EAST BLVD,11310 OTTER CREEK EAST,,,,"[[0, 4, 4, ['ADDRESS'], '11310 otter creek east']]"
586,11325 NORTH COMMUNITY HOUSE RO,11325 NORTH COMMUNITY HOUSE,,,,"[[0, 4, 4, ['ADDRESS'], '11325 north community house']]"
587,1133 15TH STREET NW SUITE 350,1133 15TH STREET NW,,SUITE 350,,"[[0, 4, 4, ['ADDRESS'], '1133 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 350']]"
588,1133 19TH STREET NW 9TH FLOOR,1133 19TH STREET NW,,9TH FLOOR,,"[[0, 4, 4, ['ADDRESS'], '1133 19th street nw'], [4, 6, 2, ['SUITE'], '9th floor']]"
589,1133 19TH STREET NW SUITE 1000,1133 19TH STREET NW,,SUITE 1000,,"[[0, 4, 4, ['ADDRESS'], '1133 19th street nw'], [4, 6, 2, ['SUITE'], 'suite 1000']]"
590,1133 WEST MORSE BLVD #100,1133 WEST MORSE BLVD,,#100,,"[[0, 4, 4, ['ADDRESS'], '1133 west morse blvd'], [4, 5, 1, ['SUITE'], '#100']]"
591,11350 RANDOM HILLS RD #600,11350 RANDOM HILLS RD,,#600,,"[[0, 4, 4, ['ADDRESS'], '11350 random hills rd'], [4, 5, 1, ['SUITE'], '#600']]"
592,1137 MAIN ST PO DRAWER F,1137 MAIN ST,,F,,"[[0, 3, 3, ['ADDRESS'], '1137 main st'], [5, 6, 1, ['SUITE'], 'f']]"
593,11370 66TH STREET NORTH SUITE 132,11370 66TH STREET NORTH,,SUITE 132,,"[[0, 4, 4, ['ADDRESS'], '11370 66th street north'], [4, 6, 2, ['SUITE'], 'suite 132']]"
594,114 EDINBURGH SOUTH DRIVE SUITE 104,114 EDINBURGH SOUTH,,SUITE 104,,"[[0, 3, 3, ['ADDRESS'], '114 edinburgh south'], [4, 6, 2, ['SUITE'], 'suite 104']]"
595,114 MAIN STREET PO BOX 650,114 MAIN STREET,PO BOX 650,,,"[[0, 3, 3, ['ADDRESS'], '114 main street'], [3, 6, 3, ['POBOX'], 'po box 650']]"
596,114 S 20TH AVENUE W SUITE B,114 S 20TH AVENUE,,SUITE B,,"[[0, 4, 4, ['ADDRESS'], '114 s 20th avenue'], [4, 5, 1, ['_DIR_', 'SUITE'], 'w'], [5, 7, 2, ['SUITE'], 'suite b']]"
597,1140 AVENUE OF THE AMERICAS ARISTEIA CAPITAL 11TH FLOOR,1140 AVENUE OF THE AMERICAS,,11TH FLOOR,,"[[0, 5, 5, ['ADDRESS'], '1140 avenue of the americas'], [7, 9, 2, ['SUITE'], '11th floor']]"
598,1140 KANE CONCOURSE 3RD FLOOR,1140 KANE CONCOURSE,,3RD FLOOR,,"[[0, 3, 3, ['ADDRESS'], '1140 kane concourse'], [3, 5, 2, ['SUITE'], '3rd floor']]"
599,1140 SW 11TH AVESUITE 300,1140 SW 11TH,,300,,"[[0, 3, 3, ['ADDRESS'], '1140 sw 11th'], [4, 5, 1, ['SUITE'], '300']]"
600,11400 GROOMS ROAD SUITE A-112,11400 GROOMS ROAD,,,,"[[0, 3, 3, ['ADDRESS'], '11400 grooms road']]"
601,11400 W OLYMPIC BLVD #1450,11400 W OLYMPIC BLVD,,#1450,,"[[0, 4, 4, ['ADDRESS'], '11400 w olympic blvd'], [4, 5, 1, ['SUITE'], '#1450']]"
602,11400 W OLYMPIC BLVD 16TH F,11400 W OLYMPIC BLVD,,F,,"[[0, 4, 4, ['ADDRESS'], '11400 w olympic blvd'], [5, 6, 1, ['SUITE'], 'f']]"
603,11400 WEST OLYMPIC BLVD #860,11400 WEST OLYMPIC BLVD,,#860,,"[[0, 4, 4, ['ADDRESS'], '11400 west olympic blvd'], [4, 5, 1, ['SUITE'], '#860']]"
604,11411 BROOKSHIRE AVENUE #107,11411 BROOKSHIRE AVENUE,,#107,,"[[0, 3, 3, ['ADDRESS'], '11411 brookshire avenue'], [3, 4, 1, ['SUITE'], '#107']]"
605,11422 MIRACLE HILLS DR #500,11422 MIRACLE HILLS DR,,#500,,"[[0, 4, 4, ['ADDRESS'], '11422 miracle hills dr'], [4, 5, 1, ['SUITE'], '#500']]"
606,11440 ISAAC NEWTON SQUARE NORT #210,11440 ISAAC NEWTON SQUARE,,#210,,"[[0, 4, 4, ['ADDRESS'], '11440 isaac newton square'], [5, 6, 1, ['SUITE'], '#210']]"
607,11450 COMPAQ CENTER DRIVE WEST #210,11450 COMPAQ CENTER DRIVE WEST,,#210,,"[[0, 5, 5, ['ADDRESS'], '11450 compaq center drive west'], [5, 6, 1, ['SUITE'], '#210']]"
608,11467 HUEBNER ROAD #225,11467 HUEBNER ROAD,,#225,,"[[0, 3, 3, ['ADDRESS'], '11467 huebner road'], [3, 4, 1, ['SUITE'], '#225']]"
609,1149 S HILL STREET SUITE 700,1149 S HILL STREET,,SUITE 700,,"[[0, 4, 4, ['ADDRESS'], '1149 s hill street'], [4, 6, 2, ['SUITE'], 'suite 700']]"
610,1149 WEST HWY 44 PO BOX 350,1149 WEST HWY 44,PO BOX 350,,,"[[0, 4, 4, ['ADDRESS'], '1149 west hwy 44'], [4, 7, 3, ['POBOX'], 'po box 350']]"
611,115 6TH STREET SO,115 6TH STREET,,,,"[[0, 3, 3, ['ADDRESS'], '115 6th street']]"
612,115 EAST M L KING JR DRIVE,,,115 EAST,,"[[0, 2, 2, ['SUITE'], '115 east']]"
613,115 EL PRADO DRIVE W SUITE 3,115 EL PRADO DRIVE,,SUITE 3,,"[[0, 4, 4, ['ADDRESS'], '115 el prado drive'], [4, 5, 1, ['_DIR_', 'SUITE'], 'w'], [5, 7, 2, ['SUITE'], 'suite 3']]"
614,115 N SAINT ASAPH STREET,,,115 N,,"[[0, 2, 2, ['SUITE'], '115 n']]"
615,115 NORTH WELLINGTON STE 200 PO BOX 876,115 NORTH WELLINGTON,PO BOX 876,STE 200,,"[[0, 3, 3, ['ADDRESS'], '115 north wellington'], [3, 5, 2, ['SUITE'], 'ste 200'], [5, 8, 3, ['POBOX'], 'po box 876']]"
616,115 THIRD STREET SE STE 500 PO BOX 2107,115 THIRD STREET SE,PO BOX 2107,STE 500,,"[[0, 4, 4, ['ADDRESS'], '115 third street se'], [4, 6, 2, ['SUITE'], 'ste 500'], [6, 9, 3, ['POBOX'], 'po box 2107']]"
617,115 US HWY 46 WEST SUITE D28,115 US HWY,,SUITE D28,,"[[0, 3, 3, ['ADDRESS'], '115 us hwy'], [4, 5, 1, ['_DIR_'], 'west'], [5, 7, 2, ['SUITE'], 'suite d28']]"
618,1150 18TH ST NW #910,1150 18TH ST NW,,#910,,"[[0, 4, 4, ['ADDRESS'], '1150 18th st nw'], [4, 5, 1, ['SUITE'], '#910']]"
619,1150 CLEAR LAKE CITY BLVD #20,1150 CLEAR LAKE CITY BLVD,,#20,,"[[0, 5, 5, ['ADDRESS'], '1150 clear lake city blvd'], [5, 6, 1, ['SUITE'], '#20']]"
620,1150 G PITTSFORD-VICTOR ROAD 2ND FLOOR,,,2ND FLOOR,,"[[4, 6, 2, ['SUITE'], '2nd floor']]"
621,1150 GLENLIVET DR SUITE C-36,1150 GLENLIVET DR,,,,"[[0, 3, 3, ['ADDRESS'], '1150 glenlivet dr']]"
622,1150 S BASCOM AVE #7A,1150 S BASCOM AVE,,,,"[[0, 4, 4, ['ADDRESS'], '1150 s bascom ave']]"
623,11500 METRIC BLVD BUILDING M,11500 METRIC BLVD,,M,,"[[0, 3, 3, ['ADDRESS'], '11500 metric blvd'], [4, 5, 1, ['SUITE'], 'm']]"
624,11500 S SAM HOUSTON PKWY WES,11500 S SAM HOUSTON PKWY,,,,"[[0, 5, 5, ['ADDRESS'], '11500 s sam houston pkwy']]"
625,11500 W OLYMPIC BOULEVARD SU,11500 W OLYMPIC BOULEVARD,,,,"[[0, 4, 4, ['ADDRESS'], '11500 w olympic boulevard']]"
626,11501 EL CLAIR RANCH ROAD,11501 EL CLAIR RANCH,,,,"[[0, 4, 4, ['ADDRESS'], '11501 el clair ranch']]"
627,1152 15TH STREET NW SUITE 400,1152 15TH STREET NW,,SUITE 400,,"[[0, 4, 4, ['ADDRESS'], '1152 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 400']]"
628,1152 15TH STREET NW SUITE 910,1152 15TH STREET NW,,SUITE 910,,"[[0, 4, 4, ['ADDRESS'], '1152 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 910']]"
629,1152 15TH STREET NW SUITE 950,1152 15TH STREET NW,,SUITE 950,,"[[0, 4, 4, ['ADDRESS'], '1152 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 950']]"
630,11520 ST CHARLES ROCK ROAD,,,11520,,"[[0, 1, 1, ['SUITE'], '11520']]"
631,11523 PALMBRUSH TR #137,11523 PALMBRUSH TR,,#137,,"[[0, 3, 3, ['ADDRESS'], '11523 palmbrush tr'], [3, 4, 1, ['SUITE'], '#137']]"
632,1155 15TH NW SUITE 600,,,SUITE 600,,"[[2, 3, 1, ['_DIR_'], 'nw'], [3, 5, 2, ['SUITE'], 'suite 600']]"
633,1155 15TH STREET NW SUITE 550,1155 15TH STREET NW,,SUITE 550,,"[[0, 4, 4, ['ADDRESS'], '1155 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 550']]"
634,1155 30TH STREET NW SUITE 300,1155 30TH STREET NW,,SUITE 300,,"[[0, 4, 4, ['ADDRESS'], '1155 30th street nw'], [4, 6, 2, ['SUITE'], 'suite 300']]"
635,1156 15TH STREET NW SUITE 1250,1156 15TH STREET NW,,SUITE 1250,,"[[0, 4, 4, ['ADDRESS'], '1156 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 1250']]"
636,11560 GREAT OAKS WAY BUILDING B; SUITE 200,11560 GREAT OAKS WAY,,SUITE 200,,"[[0, 4, 4, ['ADDRESS'], '11560 great oaks way'], [6, 8, 2, ['SUITE'], 'suite 200']]"
637,11582 AND ONE HALF AMBOY AVE,ONE HALF AMBOY AVE,,11582,,"[[0, 1, 1, ['SUITE'], '11582'], [2, 6, 4, ['ADDRESS'], 'one half amboy ave']]"
638,1159 ELECTRIC AVENUE UNIT A PO BOX 298,1159 ELECTRIC AVENUE,PO BOX 298,UNIT A,,"[[0, 3, 3, ['ADDRESS'], '1159 electric avenue'], [3, 5, 2, ['SUITE'], 'unit a'], [5, 8, 3, ['POBOX'], 'po box 298']]"
639,116 NEW MONTGOMERY ST #810,116 NEW MONTGOMERY ST,,#810,,"[[0, 4, 4, ['ADDRESS'], '116 new montgomery st'], [4, 5, 1, ['SUITE'], '#810']]"
640,116 NEW MONTGOMERY STREET SUI,116 NEW MONTGOMERY STREET,,,,"[[0, 4, 4, ['ADDRESS'], '116 new montgomery street']]"
641,116 PARKER STREET DEXTER INDUSTRIAL PARK,116 PARKER STREET DEXTER,,,,"[[0, 4, 4, ['ADDRESS'], '116 parker street dexter']]"
642,116 SEVEN MILE RIDGE ROAD,SEVEN MILE RIDGE ROAD,,116,,"[[0, 1, 1, ['SUITE'], '116'], [1, 5, 4, ['ADDRESS'], 'seven mile ridge road']]"
643,116 W SUMNER STREET PO BOX 2,116 W SUMNER STREET,PO BOX 2,,,"[[0, 4, 4, ['ADDRESS'], '116 w sumner street'], [4, 7, 3, ['POBOX'], 'po box 2']]"
644,116-18 EAST 169TH STREET,116-18 EAST 169TH STREET,,,,"[[0, 4, 4, ['ADDRESS'], '116-18 east 169th street']]"
645,116-K EDWARDS FERRY RD NE SUITE 102,,,SUITE 102,,"[[4, 5, 1, ['_DIR_'], 'ne'], [5, 7, 2, ['SUITE'], 'suite 102']]"
646,1160 CORRY ST PO BOX 242,1160 CORRY ST,PO BOX 242,,,"[[0, 3, 3, ['ADDRESS'], '1160 corry st'], [3, 6, 3, ['POBOX'], 'po box 242']]"
647,1160 INDUSTRIAL RD #1,1160 INDUSTRIAL RD,,#1,,"[[0, 3, 3, ['ADDRESS'], '1160 industrial rd'], [3, 4, 1, ['SUITE'], '#1']]"
648,1161 EAST CLARK ROAD SUITES 124-128,1161 EAST CLARK ROAD,,124-128,,"[[0, 4, 4, ['ADDRESS'], '1161 east clark road'], [5, 6, 1, ['SUITE'], '124-128']]"
649,1161 SAN ANTONIO ROAD,,,1161,,"[[0, 1, 1, ['SUITE'], '1161']]"
650,1164 BISHOP STREET SUITE 650 FINANCE FACTORS CENTER,650 FINANCE FACTORS CENTER,,1164,,"[[0, 1, 1, ['SUITE'], '1164'], [4, 8, 4, ['ADDRESS'], '650 finance factors center']]"
651,11645 BISCAYNE BLVD #207,11645 BISCAYNE BLVD,,#207,,"[[0, 3, 3, ['ADDRESS'], '11645 biscayne blvd'], [3, 4, 1, ['SUITE'], '#207']]"
652,1166 K STREET,1166 K STREET,,,,"[[0, 3, 3, ['ADDRESS'], '1166 k street']]"
653,11661 SAN VICIENTE BLVD SUITE,11661 SAN VICIENTE BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '11661 san viciente blvd']]"
654,117 E 5TH ST SECOND FLOOR,117 E 5TH ST,,,,"[[0, 4, 4, ['ADDRESS'], '117 e 5th st']]"
655,117 NORTH SECOND STREET PO BOX 16,117 NORTH SECOND STREET,PO BOX 16,,,"[[0, 4, 4, ['ADDRESS'], '117 north second street'], [4, 7, 3, ['POBOX'], 'po box 16']]"
656,117 PLEASANT STREET DOLLOFF BUILDING,117 PLEASANT STREET DOLLOFF,,,,"[[0, 4, 4, ['ADDRESS'], '117 pleasant street dolloff']]"
657,117 WEST 28TH ST 3RD FLR,117 WEST 28TH ST,,FLR,,"[[0, 4, 4, ['ADDRESS'], '117 west 28th st'], [5, 6, 1, ['SUITE'], 'flr']]"
658,117 ZIEGLER ROAD P O BOX 328,117 ZIEGLER ROAD,P O BOX 328,,,"[[0, 3, 3, ['ADDRESS'], '117 ziegler road'], [3, 7, 4, ['POBOX'], 'p o box 328']]"
659,1170 KANE CONCOURSE SUITE 300,1170 KANE CONCOURSE,,SUITE 300,,"[[0, 3, 3, ['ADDRESS'], '1170 kane concourse'], [3, 5, 2, ['SUITE'], 'suite 300']]"
660,11701 BEE CAVES ROAD RESACA PLAZA STE 214,11701 BEE CAVES ROAD,,STE 214,,"[[0, 4, 4, ['ADDRESS'], '11701 bee caves road'], [6, 8, 2, ['SUITE'], 'ste 214']]"
661,11711 E 8 MILE ROAD,8 MILE ROAD,,11711 E,,"[[0, 2, 2, ['SUITE'], '11711 e'], [2, 5, 3, ['ADDRESS'], '8 mile road']]"
